x1 x2 x3 x4 x5 y
0.405125 -90.574971 -372.305122 3735.513485 -0.377537 3
0.399591 -27.418843 -92.244665 3417.390486 -0.382052 3
0.718425 -57.212807 -935.345651 2128.254927 -0.496652 3
0.733769 -56.795577 -51.101729 3860.351321 -0.592524 3
0.496227 -71.627353 -653.898486 2493.947242 -0.031818 3
0.63034 -56.149233 -628.625526 632.950913 -0.430824 3
0.299907 -58.604542 -586.902403 4768.326764 -0.354118 3
0.519962 -46.835857 -869.878953 2307.038299 -0.176636 2
0.05748 -95.793005 -907.271749 1128.629917 -0.123792 1
0.655466 -60.978597 -725.463751 1727.047906 -0.691239 3
0.844173 -49.702814 -493.889485 3023.928689 -0.303549 3
0.643393 -23.062371 -123.828929 1116.513543 -0.596388 3
0.95272 -56.247299 -845.157605 879.461826 -0.100714 3
0.87895 -56.61474 -541.478034 605.851203 -0.039984 3
0.256794 -5.383574 -204.01676 1458.721442 -0.187124 1
0.37783 -88.023952 -931.037093 2234.24747 -0.466836 3
0.619737 -80.237919 -754.95563 528.481622 -0.390392 3
0.891566 -58.290084 -314.981623 3833.743426 -0.292036 3
0.13014 -25.793854 -606.635964 1736.245962 -0.9978 0
0.408333 -31.735055 -231.4592 1480.009615 -0.702614 3
0.642486 -98.331971 -924.51319 1105.360266 -0.582922 3
0.158859 -81.098118 -625.969614 1115.289561 -0.847045 3
0.854796 -47.462395 -616.338279 1783.583583 -0.710858 3
0.890794 -73.529972 -743.591855 1522.36644 -0.571534 3
0.085426 -73.583046 -381.610522 2227.523897 -0.129493 2
0.601656 -43.768511 -503.969258 4651.440348 -0.224056 3
0.683244 -77.835831 -361.785121 3471.315967 -0.692289 3
0.550236 -60.160348 -178.883996 2019.519391 -0.071924 3
0.275447 -25.200841 -597.864875 2165.512552 -0.121878 1
0.711168 -49.750855 -253.7377 3855.09065 -0.669128 3
0.587956 -13.730564 -830.957453 2203.690959 -0.392859 0
0.81385 -6.2927 -701.265504 3345.892348 -0.935173 0
0.907028 -80.040278 -660.093917 122.999744 -0.004231 3
0.704108 -97.691035 -980.105249 824.823896 -0.434473 3
0.839535 -26.81048 -349.742053 4699.348311 -0.176862 3
0.126143 -22.231043 -895.176503 1427.006939 -0.43982 0
0.30803 -53.962971 -709.847387 3357.142168 -0.261228 2
0.48232 -9.106735 -355.964061 3817.384592 -0.625384 1
0.853898 -54.795202 -577.452666 3537.488495 -0.082682 3
0.162956 -2.008298 -865.306574 3649.467344 -0.463085 0
0.814909 -36.165401 -702.157049 4298.887145 -0.08657 3
0.005303 -43.08956 -191.897088 3403.316574 -0.1052 1
0.357157 -43.310745 -2.439074 1973.343551 -0.574726 3
0.607974 -39.633113 -110.525147 4529.428936 -0.391684 3
0.668856 -37.364795 -859.285061 1371.547791 -0.367353 2
0.173672 -82.79434 -757.846817 3218.73616 -0.103036 3
0.117811 -36.363187 -31.445793 2777.562208 -0.975801 3
0.309726 -62.358968 -768.854708 1159.928652 -0.684482 3
0.886423 -63.349127 -402.155804 4703.455108 -0.771464 3
0.206043 -51.658005 -412.51318 2808.637404 -0.470298 2
0.469796 -91.55489 -923.835393 3581.872537 -0.260963 3
0.428802 -12.326191 -747.850744 1685.852155 -0.147787 0
0.502524 -31.705864 -441.096722 2020.692188 -0.749521 2
0.069318 -49.850249 -130.394624 967.857375 -0.761927 2
0.30913 -76.710555 -254.831213 1913.917104 -0.441453 3
0.479113 -80.755009 -916.114278 4270.62709 -0.173487 3
0.163511 -7.290996 -419.111654 2529.749839 -0.536313 0
0.965057 -18.438934 -28.886585 3518.67668 -0.875334 3
0.616521 -68.269168 -444.537762 1932.750774 -0.664593 3
0.974935 -56.721593 -705.931162 216.144651 -0.536121 3
0.524787 -6.623887 -898.203684 334.330587 -0.323967 0
0.626325 -41.847491 -728.008624 373.694911 -0.477554 3
0.69395 -38.115798 -610.581896 2680.004427 -0.740907 3
0.952086 -47.386908 -356.036715 4178.867588 -0.266923 3
0.668502 -34.540567 -306.655298 4974.677994 -0.093979 3
0.129511 -58.11292 -557.146958 2517.115288 -0.699028 2
0.943586 -61.370086 -368.570234 1168.214878 -0.142266 3
0.534269 -28.221464 -953.105968 3263.520909 -0.506489 1
0.284441 -78.69103 -145.524166 3356.719125 -0.903151 3
0.113479 -3.872578 -213.07897 3596.377919 -0.497144 1
0.712498 -20.288085 -366.87165 557.206818 -0.546035 2
0.127381 -36.178071 -947.385551 990.685643 -0.516976 0
0.94491 -41.984794 -225.674937 2390.297923 -0.23428 3
0.888119 -48.970186 -999.132537 739.537677 -0.31524 3
0.652956 -69.332737 -67.015094 4157.767853 -0.566804 3
0.710729 -97.417899 -62.738273 1051.258354 -0.215533 3
0.594343 -68.074804 -639.254343 4822.849221 -0.954476 3
0.375307 -66.105907 -739.184293 3763.231527 -0.09137 3
0.810221 -75.553514 -234.551776 596.300602 -0.419893 3
0.448288 -82.586452 -170.292199 4978.761206 -0.009172 3
0.666294 -90.464419 -267.034038 3635.994859 -0.082296 3
0.685498 -51.901721 -512.255592 1632.62158 -0.003519 3
0.797552 -86.085838 -158.34672 4784.150404 -0.012936 3
0.42464 -75.72166 -326.041066 390.979863 -0.336112 3
0.3159 -33.385812 -183.836149 4420.471075 -0.795663 3
0.676002 -30.40837 -711.876084 332.216666 -0.149303 2
0.931839 -66.122014 -156.79387 4073.097351 -0.661062 3
0.649986 -52.034283 -993.331671 523.088848 -0.072682 3
0.232929 -99.337855 -452.173287 1807.300769 -0.884617 3
0.658144 -9.002834 -660.104181 2553.23178 -0.923919 0
0.766319 -50.703697 -866.875142 4863.333745 -0.60155 3
0.217505 -12.364332 -207.433412 1840.099795 -0.521976 1
0.966499 -7.418019 -783.279422 1929.283102 -0.215384 0
0.138563 -45.72646 -392.347672 2442.683392 -0.179313 2
0.52763 -36.290556 -712.185526 4245.473394 -0.8912 2
0.082334 -42.0341 -356.971614 1172.977623 -0.815853 1
0.174207 -36.431054 -709.721377 2205.28764 -0.580874 1
0.822712 -49.870845 -906.775787 2500.442571 -0.613836 3
0.763597 -35.59823 -378.85439 3863.386249 -0.633968 3
0.298147 -13.85561 -155.96467 2561.162773 -0.259855 2
0.900543 -67.207067 -183.700031 3401.590087 -0.160346 3
0.701791 -24.260787 -47.594343 2878.419548 -0.911597 3
0.063115 -63.294208 -446.568991 4204.786171 -0.965042 1
0.806577 -77.556019 -240.8659 3066.675891 -0.582991 3
0.392009 -56.131069 -193.448074 2496.829009 -0.617873 3
0.619791 -80.265474 -628.973514 1021.674644 -0.510098 3
0.863231 -40.561968 -343.28637 3507.040835 -0.751759 3
0.225605 -2.786464 -602.007232 3071.770561 -0.739702 0
0.257273 -10.380653 -465.261806 4954.125361 -0.335851 0
0.791649 -45.20628 -30.361543 4042.692838 -0.087342 3
0.153601 -21.257013 -608.796164 307.633207 -0.061434 0
0.031824 -0.796639 -273.266775 3658.93126 -0.333119 0
0.316684 -47.200947 -256.438272 2772.003422 -0.506446 3
0.858529 -16.263729 -120.206661 4687.324113 -0.264614 2
0.546689 -24.310292 -705.603157 4728.992937 -0.2835 1
0.821972 -99.38722 -516.132704 4093.327663 -0.063575 3
0.042114 -77.866654 -917.354122 3424.496618 -0.027756 1
0.389015 -92.466149 -403.483298 4836.528022 -0.586053 3
0.285507 -87.050849 -897.33758 4820.789364 -0.077393 3
0.652224 -27.943192 -472.803641 3039.940923 -0.287862 2
0.546715 -65.787044 -686.459449 732.028571 -0.158509 3
0.17499 -1.228412 -939.898814 3450.143046 -0.142998 0
0.338362 -21.440001 -903.663236 3295.480303 -0.520098 0
0.166675 -52.763204 -152.380301 4963.537564 -0.727124 3
0.898564 -64.488589 -782.986645 3800.652384 -0.595399 3
0.586151 -3.509253 -200.211422 1466.28265 -0.975955 1
0.907314 -9.292623 -437.408136 3880.319151 -0.472681 1
0.022555 -96.158264 -489.53961 1166.607777 -0.669983 1
0.788113 -46.98625 -265.892193 4360.297988 -0.123789 3
0.765706 -14.530445 -874.735686 4238.446542 -0.808054 0
0.42302 -44.688358 -512.563659 719.60862 -0.467223 3
0.597431 -2.95792 -928.824578 158.324669 -0.277948 0
0.740865 -55.088871 -332.026443 1283.615371 -0.469526 3
0.020384 -99.710617 -76.020377 2048.664182 -0.886393 3
0.322013 -98.043806 -773.287849 2948.530475 -0.621067 3
0.426581 -40.512645 -533.229058 3786.717067 -0.215553 2
0.318801 -6.565158 -123.637916 4403.561143 -0.311779 1
0.845637 -62.849386 -341.26053 3158.122533 -0.664249 3
0.873926 -10.241877 -589.645377 1010.600171 -0.584122 1
0.886636 -35.202613 -261.091018 2085.250264 -0.026928 3
0.191123 -83.689777 -531.359231 2940.646825 -0.684482 3
0.068792 -9.313663 -70.302324 354.785967 -0.96096 1
0.277026 -43.020266 -576.608151 804.680293 -0.54418 2
0.791415 -52.760659 -183.268122 4715.409764 -0.760522 3
0.114198 -61.342873 -257.245125 1475.659729 -0.587853 2
0.164498 -1.021232 -244.128875 4481.769848 -0.546411 0
0.192567 -62.912383 -804.220139 4473.456719 -0.520428 2
0.66139 -17.102878 -530.309896 4002.706748 -0.32462 1
0.862086 -66.431861 -844.399127 1695.913637 -0.14004 3
0.746587 -40.390116 -812.836201 4951.041874 -0.519966 3
0.339011 -40.111112 -350.282194 486.362716 -0.795573 2
0.187033 -58.749253 -564.066647 3017.77775 -0.678146 2
0.908491 -42.557885 -74.504595 4394.563732 -0.218911 3
0.471505 -6.611382 -760.0745 4406.338091 -0.273915 0
0.883465 -75.35508 -984.926623 2082.810311 -0.918593 3
0.481505 -4.870782 -881.918281 2417.701498 -0.715323 0
0.067007 -91.179607 -624.234653 4586.628235 -0.318744 2
0.949748 -69.237811 -794.13718 1156.684464 -0.475265 3
0.688694 -26.990855 -755.941701 2024.40033 -0.314933 2
0.804708 -35.270861 -563.778211 2069.282791 -0.332958 3
0.398992 -44.697494 -867.353889 520.459602 -0.352097 2
0.384647 -43.19821 -941.563676 3328.535825 -0.566368 2
0.306667 -70.352231 -412.072999 4190.618425 -0.078341 3
0.328529 -18.937413 -449.76704 897.383745 -0.305348 1
0.308129 -28.116175 -978.176784 3463.485267 -0.804974 0
0.00061 -76.697059 -572.478997 1168.38591 -0.62632 0
0.231052 -11.853118 -41.132644 806.608399 -0.697954 2
0.412118 -88.647146 -804.608832 1434.497234 -0.108076 3
0.08172 -70.523306 -828.858916 394.705879 -0.532281 1
0.088453 -12.223736 -626.107607 209.602241 -0.442846 0
0.159768 -37.589661 -149.729036 1667.791954 -0.3277 2
0.453527 -98.310008 -34.86674 1804.621586 -0.805976 3
0.906652 -58.997493 -65.174037 642.140571 -0.720492 3
0.419324 -17.818324 -69.885802 4928.989072 -0.33984 2
0.040626 -70.653835 -107.160405 1013.916515 -0.684725 2
0.402534 -43.428365 -108.0049 2627.854235 -0.489131 3
0.550414 -70.900186 -667.322417 23.573363 -0.107063 3
0.854443 -43.508361 -694.980761 4117.62381 -0.330807 3
0.285078 -14.207977 -376.457768 3176.460516 -0.932117 1
0.834343 -68.250389 -455.25606 4248.568967 -0.551256 3
0.869731 -72.404636 -36.147209 1102.560044 -0.043597 3
0.754821 -59.983825 -525.657675 4259.788982 -0.201027 3
0.180226 -51.688448 -425.735884 4541.732513 -0.102411 2
0.092751 -7.60844 -842.224203 1532.479293 -0.126655 0
0.315254 -59.610454 -42.477536 431.906631 -0.488471 3
0.504809 -80.941472 -214.056642 2496.752673 -0.898212 3
0.347689 -23.514252 -727.292054 2847.027279 -0.039274 1
0.709901 -37.481489 -390.419882 3877.724571 -0.654503 3
0.82318 -41.87903 -913.100948 4825.21825 -0.012886 3
0.775798 -53.910454 -823.790462 3826.658923 -0.887822 3
0.058012 -76.141408 -826.79641 365.466015 -0.623752 1
0.27633 -90.151906 -645.279293 833.83254 -0.556011 3
0.728501 -34.890181 -318.977338 4188.618984 -0.455442 3
0.504401 -75.503511 -877.527569 1708.574872 -0.65173 3
0.05906 -47.284588 -958.699582 2213.333019 -0.679964 0
0.901444 -61.697642 -515.102632 2407.440632 -0.663216 3
0.520412 -72.119076 -180.363315 865.397631 -0.975466 3
0.076486 -92.485065 -674.537962 2117.561932 -0.103589 2
0.528337 -38.971816 -760.425542 364.055476 -0.570235 2
0.440761 -37.108288 -715.78645 227.453372 -0.567537 2
0.253753 -41.468877 -572.076084 4898.326865 -0.349098 2
0.41249 -47.043342 -547.189481 2652.147125 -0.063602 3
0.420861 -91.298251 -389.958539 1023.784096 -0.121359 3
0.867804 -84.555269 -678.022927 412.63307 -0.55221 3
0.528313 -44.726244 -530.744735 1821.209446 -0.966401 3
0.742353 -80.993795 -237.582801 2695.835173 -0.428373 3
0.026386 -2.585057 -142.609849 351.469883 -0.632269 1
0.325731 -84.389838 -391.695687 1459.145322 -0.73505 3
0.42419 -93.796132 -438.885839 467.379828 -0.427353 3
0.409865 -80.4529 -917.244085 811.869564 -0.432719 3
0.062684 -60.897049 -347.024036 4863.963511 -0.193623 2
0.44664 -52.300546 -207.922913 893.606327 -0.324476 3
0.115711 -43.367251 -942.011723 4311.426686 -0.557128 0
0.914006 -34.408627 -718.654951 260.484091 -0.19676 3
0.919405 -92.880636 -978.901921 3582.068711 -0.543448 3
0.902792 -86.295843 -585.816818 3386.214395 -0.027606 3
0.863436 -22.076321 -404.492998 1552.186591 -0.04545 2
0.231724 -71.787245 -529.849092 3897.107488 -0.259859 3
0.851147 -95.816901 -197.349483 550.604213 -0.657201 3
0.475011 -98.580049 -424.288784 4330.133829 -0.961847 3
0.631666 -80.093612 -701.776178 4069.565602 -0.172791 3
0.987919 -34.291832 -346.211251 3179.101638 -0.281911 3
0.496559 -77.666422 -872.100822 3691.949917 -0.326672 3
0.69974 -63.536132 -593.21355 4091.97646 -0.744239 3
0.450418 -30.489528 -750.275047 2800.758542 -0.72558 1
0.70429 -59.42874 -490.070943 2192.421694 -0.101156 3
0.692672 -63.272654 -609.679988 458.694502 -0.392695 3
0.962953 -97.968728 -932.995296 4163.506125 -0.244943 3
0.003148 -71.650344 -980.298171 185.775737 -0.441312 0
0.160839 -73.553783 -659.857158 2445.979154 -0.730281 2
0.873507 -12.493948 -894.752431 3639.738724 -0.482527 0
0.236862 -17.866858 -874.47526 695.192484 -0.146276 0
0.898242 -65.485831 -294.764816 116.033324 -0.660813 3
0.248581 -80.764049 -728.031221 2049.979825 -0.647544 3
0.163051 -80.533487 -114.614615 3046.056513 -0.838319 3
0.970926 -87.079521 -554.394725 772.540969 -0.395693 3
0.65417 -77.741256 -819.591695 1646.077567 -0.552037 3
0.30755 -99.337179 -401.22481 3956.044467 -0.981461 3
0.34728 -62.690164 -619.182418 4066.637253 -0.890051 3
0.409698 -65.703986 -536.128886 2751.325214 -0.070489 3
0.287639 -95.446781 -479.392336 377.160095 -0.323385 3
0.137623 -54.609366 -759.286157 3792.828525 -0.269518 1
0.283257 -1.323636 -300.121692 3943.340136 -0.814383 0
0.01079 -83.999362 -877.252112 2588.653604 -0.690691 0
0.604726 -8.375693 -705.195496 429.840993 -0.858872 0
0.459768 -98.009291 -658.524456 2069.894503 -0.106439 3
0.604564 -50.54931 -280.200486 1364.854141 -0.782977 3
0.428533 -92.816579 -824.531659 3740.716515 -0.200664 3
0.51807 -75.994747 -712.239789 1068.428831 -0.566728 3
0.311872 -91.377491 -494.243687 541.459457 -0.260905 3
0.89084 -24.47624 -328.106155 1518.758057 -0.602966 3
0.12389 -60.455197 -360.560696 4029.748211 -0.57185 2
0.208699 -1.220844 -188.032412 2726.284933 -0.714127 1
0.970221 -40.90228 -996.805006 713.724439 -0.822659 3
0.951679 -38.714104 -691.705019 836.480254 -0.842226 3
0.729433 -31.469448 -102.487648 1466.042858 -0.677672 3
0.115405 -33.469646 -961.202748 4069.261852 -0.073538 0
0.682645 -75.615172 -589.4315 4634.093483 -0.953401 3
0.34816 -40.741099 -505.879961 1518.558694 -0.30928 2
0.533292 -20.668623 -630.666335 2567.434753 -0.487892 1
0.313722 -95.177782 -337.704382 688.30067 -0.329983 3
0.492742 -16.90995 -558.033117 2213.248876 -0.695074 1
0.140622 -51.627268 -773.460149 4375.662566 -0.450752 1
0.627079 -64.691465 -547.607543 4165.316205 -0.994973 3
0.800471 -93.735699 -330.762116 549.585237 -0.619159 3
0.468085 -18.33448 -628.47401 4227.410359 -0.434838 1
0.900747 -55.000027 -1.327373 3496.49432 -0.918814 3
0.529633 -66.602892 -781.229806 1971.606567 -0.062019 3
0.661777 -5.786196 -497.129014 3346.179724 -0.537763 0
0.865168 -4.087638 -899.81024 2075.2512 -0.817946 0
0.043634 -9.736253 -840.739958 3812.013256 -0.439029 0
0.530846 -72.369043 -220.807343 1831.644345 -0.286568 3
0.725282 -68.816387 -592.154491 4164.532812 -0.121257 3
0.116152 -53.063249 -276.147595 0.416759 -0.901348 2
0.433295 -91.759446 -835.998272 2696.076868 -0.732115 3
0.372705 -55.564722 -244.049455 4646.241933 -0.701146 3
0.563923 -20.4189 -123.113202 4460.175704 -0.747168 2
0.22959 -63.672682 -173.428363 886.566782 -0.604011 3
0.841221 -57.898724 -154.201655 4072.860324 -0.223014 3
0.24625 -32.097755 -326.601737 472.700178 -0.332194 2
0.884111 -91.671372 -932.942773 831.423004 -0.894206 3
0.66361 -54.45785 -350.225004 3848.133882 -0.813844 3
0.721488 -63.41853 -823.915029 4913.456624 -0.550371 3
0.677457 -81.269376 -130.957562 2113.304368 -0.265773 3
0.123952 -81.129421 -20.524753 4155.240268 -0.932069 3
0.830596 -57.46362 -717.005148 4275.332731 -0.168669 3
0.174376 -95.024898 -526.545872 4439.075753 -0.775147 3
0.343495 -87.136228 -706.121205 1533.365488 -0.79671 3
0.319666 -12.852739 -735.561039 2835.243088 -0.336129 0
0.313318 -50.395976 -535.121745 4381.12183 -0.894107 3
0.693833 -98.728472 -920.405055 4625.558714 -0.492079 3
0.677209 -81.752389 -569.851404 525.307207 -0.744362 3
0.371649 -66.572643 -904.245668 1899.36593 -0.122236 3
0.667902 -23.005396 -765.89712 2895.733612 -0.813097 1
0.554253 -24.039555 -850.977347 772.056761 -0.986444 1
0.70557 -9.119559 -384.572614 4969.308126 -0.413096 1
0.226266 -68.035413 -924.770487 1507.101756 -0.290882 2
0.109481 -67.383698 -251.826891 2835.227099 -0.575195 3
0.597436 -68.572844 -282.885769 3483.080195 -0.120168 3
0.697362 -92.391131 -848.216711 1007.928174 -0.152265 3
0.406554 -60.874603 -517.665998 1459.269492 -0.207255 3
0.276713 -77.505891 -878.530598 470.56285 -0.485984 3
0.652099 -93.288002 -380.933224 3049.514003 -0.984577 3
0.489019 -51.601256 -159.37684 1250.521555 -0.949704 3
0.146884 -79.285502 -538.837486 3004.505997 -0.337586 3
0.347484 -2.379293 -328.398436 2719.398208 -0.8957 0
0.106392 -67.062801 -218.54674 1029.094053 -0.272284 3
0.494183 -42.12722 -740.272965 2617.298132 -0.470981 2
0.230252 -89.415704 -624.582782 1375.624422 -0.473364 3
0.677035 -33.30344 -616.918575 3564.937662 -0.046231 2
0.899196 -65.581464 -745.416967 1777.350415 -0.253675 3
0.581006 -30.216906 -312.05841 857.130508 -0.682871 3
0.779668 -58.018585 -601.977606 973.477645 -0.874702 3
0.584434 -73.873464 -344.188874 1383.343278 -0.338415 3
0.222692 -48.389046 -341.519157 2157.715092 -0.934546 2
0.253783 -99.545411 -76.905642 3694.561207 -0.078105 3
0.563204 -26.16554 -253.523506 2451.128895 -0.716351 2
0.192539 -86.142002 -29.632078 4129.577355 -0.982028 3
0.413679 -45.710497 -599.418569 2229.366029 -0.726996 3
0.204502 -88.440491 -770.340307 2818.76244 -0.999836 3
0.190878 -20.384342 -999.763197 1628.576485 -0.182015 0
0.907045 -81.336098 -817.612697 3170.336874 -0.36565 3
0.545604 -53.424027 -192.429034 1745.494731 -0.373713 3
0.067046 -58.69476 -619.49454 253.470763 -0.204071 1
0.856477 -44.797012 -505.900109 92.268536 -0.01447 3
0.165381 -39.138044 -498.010268 1814.800964 -0.741855 1
0.198813 -2.904522 -110.174436 2483.478261 -0.565283 1
0.826555 -84.350909 -915.922118 4586.849924 -0.371716 3
0.075694 -57.887933 -641.511566 2401.907979 -0.663191 1
0.03981 -24.794845 -209.044924 3187.170762 -0.09485 1
0.055352 -53.598787 -867.612099 3010.093351 -0.245548 0
0.742328 -41.913739 -481.500742 1196.691886 -0.413746 3
0.065501 -23.140531 -65.521775 4453.795908 -0.54565 2
0.549089 -95.338919 -130.853416 603.450056 -0.322323 3
0.388784 -54.494629 -299.145238 3186.341735 -0.942121 3
0.137102 -18.160919 -161.940615 3180.055936 -0.786318 1
0.717899 -2.362426 -631.020732 818.967428 -0.142784 0
0.968946 -20.220195 -104.348837 3344.046996 -0.510788 3
0.309069 -35.935113 -810.717051 1470.666308 -0.769967 1
0.007535 -48.714788 -998.390979 1437.976132 -0.917378 0
0.700055 -19.850475 -381.263311 4007.139073 -0.274872 2
0.466204 -40.525175 -351.730046 4290.890965 -0.854962 3
0.09297 -79.088801 -317.217553 4669.897791 -0.202512 3
0.683923 -67.549527 -485.752063 3437.031016 -0.626525 3
0.421545 -19.184424 -234.704215 3128.538677 -0.568443 2
0.929449 -57.786508 -330.341559 2599.533582 -0.088686 3
0.683735 -46.089933 -92.299584 4193.482859 -0.375522 3
0.095361 -93.882098 -840.450794 3756.700426 -0.466226 2
0.426099 -20.4358 -715.39575 4722.305487 -0.726942 1
0.065527 -92.215639 -138.187719 3790.511429 -0.69684 3
0.24336 -45.955287 -530.868731 4472.838297 -0.164751 2
0.690649 -95.618313 -221.64766 1873.567245 -0.013011 3
0.738987 -88.278074 -633.776734 4046.260805 -0.565318 3
0.352469 -22.853494 -676.237158 4450.732658 -0.510485 1
0.548116 -57.718136 -761.256942 2335.347167 -0.44463 3
0.650154 -56.675665 -838.849167 1009.543417 -0.187375 3
0.649112 -93.78414 -926.420779 4624.518732 -0.294331 3
0.894292 -76.067336 -451.112391 1165.224751 -0.160675 3
0.153342 -82.561745 -367.998876 1295.849103 -0.794583 3
0.157709 -8.817533 -159.780626 1286.794441 -0.754236 1
0.30341 -27.152705 -589.927137 499.408013 -0.338135 1
0.502417 -85.753875 -16.70661 2025.681176 -0.613172 3
0.261611 -60.478671 -853.511525 546.378624 -0.679388 2
0.171922 -13.749504 -114.696653 4010.298958 -0.90542 2
0.456224 -85.915049 -632.452348 4534.112787 -0.524636 3
0.387928 -41.159432 -627.523664 1880.397071 -0.733629 2
0.085271 -65.541811 -587.88934 636.119897 -0.985383 1
0.71622 -38.482144 -480.609441 3413.428495 -0.015967 3
0.376977 -84.163315 -142.053091 1770.861356 -0.375105 3
0.79371 -94.451436 -937.585563 1563.30576 -0.750885 3
0.080163 -45.053604 -749.255276 998.859984 -0.906523 1
0.355327 -36.650147 -881.01212 563.859155 -0.634565 1
0.530711 -17.460053 -84.226434 2154.324039 -0.836936 2
0.21685 -61.234277 -621.735056 2477.922061 -0.750783 2
0.247704 -13.858356 -20.767029 224.579765 -0.80082 2
0.992889 -77.871122 -181.598887 4333.594665 -0.752708 3
0.952236 -29.866202 -613.436797 4822.993355 -0.693266 2
0.425333 -21.542946 -517.564711 834.871264 -0.997814 1
0.514502 -94.900311 -555.608204 2639.298042 -0.85599 3
0.987899 -72.070365 -589.719554 3998.914733 -0.88325 3
0.743683 -48.560082 -409.265387 878.11905 -0.186758 3
0.188461 -29.988957 -506.662817 845.683296 -0.021963 1
0.816097 -35.121534 -35.343821 4170.165971 -0.655858 3
0.371645 -82.345425 -778.710879 2038.46564 -0.365881 3
0.672917 -97.274243 -275.974213 4596.617582 -0.483845 3
0.608145 -26.588465 -635.903719 1289.671467 -0.324152 2
0.239133 -85.980876 -528.196833 4695.308159 -0.644603 3
0.606455 -51.219514 -522.502131 3720.928535 -0.976263 3
0.916576 -53.81404 -618.473127 3399.365166 -0.838567 3
0.563927 -27.751828 -787.079588 3405.628372 -0.528407 1
0.085099 -71.262605 -778.382514 3286.852572 -0.680663 1
0.282962 -67.719633 -901.164515 3478.131541 -0.706724 3
0.056967 -6.025607 -276.417885 2205.46181 -0.936069 0
0.774232 -47.895104 -889.030082 412.0029 -0.043995 3
0.299752 -4.702368 -332.323474 1396.575262 -0.025257 1
0.308464 -38.87814 -482.489809 831.82159 -0.949326 2
0.37053 -5.277644 -103.215878 4389.602109 -0.297838 1
0.904047 -71.069521 -945.999112 591.439466 -0.864158 3
0.283098 -58.243823 -723.587866 3890.017169 -0.300177 2
0.827129 -1.970561 -7.514101 112.695719 -0.794563 2
0.105129 -81.179499 -741.244825 1130.678178 -0.434237 2
0.873989 -82.406889 -608.342976 1367.797678 -0.241246 3
0.835715 -40.520877 -703.63092 4218.860277 -0.260914 3
0.354158 -4.79933 -457.134989 3154.692325 -0.897943 0
0.517646 -28.321483 -729.735272 4906.044251 -0.1813 1
0.659604 -82.724928 -536.681452 4373.434929 -0.20698 3
0.279678 -64.62858 -416.371493 3649.879852 -0.554589 3
0.697854 -89.536864 -430.505403 2267.037734 -0.491788 3
0.135803 -61.308594 -7.534692 3902.778349 -0.503811 3
0.994349 -9.250814 -523.468329 851.7717 -0.3992 1
0.824468 -29.383657 -638.714811 1295.681602 -0.135915 2
0.985044 -14.460457 -953.633651 4003.500286 -0.686468 0
0.031821 -44.477722 -54.053113 2820.696594 -0.46983 2
0.598677 -43.561465 -569.678323 2621.226455 -0.112648 3
0.672153 -40.617601 -37.510894 3607.151533 -0.882368 3
0.192091 -7.095805 -252.659319 4487.745695 -0.859346 1
0.83388 -47.975799 -905.43014 2724.015334 -0.267767 3
0.354482 -77.951459 -58.949178 3945.965842 -0.981806 3
0.63487 -47.012293 -733.470875 2976.726531 -0.186171 3
0.242265 -1.045322 -566.329319 4552.676829 -0.177554 0
0.989656 -52.543147 -372.074962 2800.175671 -0.390138 3
0.000922 -33.928612 -454.867487 342.630137 -0.498639 0
0.803406 -30.823934 -917.331061 2864.889321 -0.258602 2
0.513051 -79.708895 -388.312517 929.563613 -0.22046 3
0.026339 -31.713262 -602.251493 623.845257 -0.131854 0
0.837285 -99.088061 -933.719746 1404.341201 -0.207758 3
0.125501 -9.259965 -831.969501 4097.754906 -0.307155 0
0.708896 -40.880786 -513.798529 704.318315 -0.064989 3
0.877571 -9.992983 -867.266318 2092.782807 -0.998421 0
0.803239 -35.314666 -935.873114 1903.583085 -0.637061 2
0.814439 -2.557928 -715.179082 1984.204805 -0.313146 0
0.166831 -14.063259 -310.736551 4513.760497 -0.534905 1
0.580109 -65.81646 -571.232715 3155.461059 -0.13494 3
0.154923 -94.506859 -32.740231 81.131183 -0.423491 3
0.569925 -68.084423 -851.994168 4625.047786 -0.283567 3
0.700361 -13.742084 -184.274635 3703.525167 -0.57599 2
0.268069 -54.788015 -592.427222 3511.346684 -0.235832 2
0.316491 -73.266081 -314.214549 1872.897543 -0.532698 3
0.940278 -18.085456 -113.071854 3123.321058 -0.94084 3
0.863203 -3.690583 -417.911475 872.31054 -0.804812 0
0.87376 -23.72447 -270.829094 3149.842781 -0.178568 3
0.835303 -70.896685 -839.061166 319.921886 -0.520067 3
0.16353 -77.736419 -717.979792 4589.799851 -0.158181 3
0.183566 -16.223339 -301.112752 4798.11904 -0.812007 1
0.162615 -82.618124 -766.998364 801.116776 -0.862155 3
0.402517 -15.555609 -549.869597 525.293878 -0.826895 1
0.988751 -43.395521 -851.140991 564.837093 -0.629311 3
0.221666 -42.154288 -739.225487 2410.158998 -0.235477 1
0.385788 -59.413454 -805.308554 2358.750132 -0.486743 3
0.375291 -22.905592 -674.012115 2888.825753 -0.460912 1
0.918713 -2.722277 -797.614688 1770.47219 -0.85923 0
0.015777 -21.346625 -712.596832 2483.83235 -0.661191 0
0.965419 -93.790293 -302.316802 621.180445 -0.546464 3
0.132591 -67.31213 -671.175239 926.981172 -0.295174 2
